GEO_NAME,income,Shelter-cost-to-income-ratio,tenure,fraction
Sainte-Marie,"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Sainte-Marie,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,105,0.328125
Sainte-Marie,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,320,0.561403509
Sainte-Marie,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,500,0.862068966
Sainte-Marie,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,465,0.869158879
Sainte-Marie,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,475,0.940594059
Sainte-Marie,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,475,0.913461538
Sainte-Marie,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,510,0.953271028
Sainte-Marie,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,360,1
Sainte-Marie,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,275,0.982142857
Sainte-Marie,"$100,000 and over",Spending less than 30% of income on shelter costs,1380,0.989247312
Saint-Georges,"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Saint-Georges,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,425,0.264797508
Saint-Georges,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,940,0.600638978
Saint-Georges,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1315,0.827044025
Saint-Georges,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1495,0.906060606
Saint-Georges,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1320,0.953068592
Saint-Georges,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,930,0.97382199
Saint-Georges,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1075,0.98173516
Saint-Georges,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,925,0.984042553
Saint-Georges,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,720,0.98630137
Saint-Georges,"$100,000 and over",Spending less than 30% of income on shelter costs,2775,0.989304813
Thetford Mines,"Under $10,000",Spending less than 30% of income on shelter costs,25,0.083333333
Thetford Mines,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,615,0.425605536
Thetford Mines,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1160,0.678362573
Thetford Mines,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1725,0.880102041
Thetford Mines,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1410,0.94
Thetford Mines,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1140,0.930612245
Thetford Mines,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1100,0.964912281
Thetford Mines,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,805,0.964071856
Thetford Mines,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,745,0.980263158
Thetford Mines,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,575,0.974576271
Thetford Mines,"$100,000 and over",Spending less than 30% of income on shelter costs,1865,0.98938992
Sherbrooke,"Under $10,000",Spending less than 30% of income on shelter costs,125,0.041186161
Sherbrooke,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,2300,0.228628231
Sherbrooke,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,5520,0.54197349
Sherbrooke,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,8850,0.792300806
Sherbrooke,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,8770,0.868746904
Sherbrooke,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,7505,0.90969697
Sherbrooke,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,6990,0.949728261
Sherbrooke,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,6065,0.956624606
Sherbrooke,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,5100,0.978886756
Sherbrooke,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,4345,0.98414496
Sherbrooke,"$100,000 and over",Spending less than 30% of income on shelter costs,19330,0.99331963
Cowansville,"Under $10,000",Spending less than 30% of income on shelter costs,15,0.088235294
Cowansville,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,170,0.276422764
Cowansville,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,480,0.574850299
Cowansville,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,680,0.839506173
Cowansville,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,510,0.842975207
Cowansville,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,505,0.935185185
Cowansville,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,440,0.967032967
Cowansville,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,435,0.956043956
Cowansville,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,270,1
Cowansville,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,320,1
Cowansville,"$100,000 and over",Spending less than 30% of income on shelter costs,920,1.005464481
Victoriaville,"Under $10,000",Spending less than 30% of income on shelter costs,10,0.018348624
Victoriaville,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,665,0.294247788
Victoriaville,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1460,0.618644068
Victoriaville,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2410,0.842657343
Victoriaville,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2150,0.91684435
Victoriaville,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1850,0.943877551
Victoriaville,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1665,0.968023256
Victoriaville,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1605,0.975683891
Victoriaville,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1205,0.979674797
Victoriaville,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1060,0.995305164
Victoriaville,"$100,000 and over",Spending less than 30% of income on shelter costs,3785,0.99343832
Trois-Rivières,"Under $10,000",Spending less than 30% of income on shelter costs,110,0.049438202
Trois-Rivières,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,2600,0.303561004
Trois-Rivières,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,5025,0.633270321
Trois-Rivières,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,7185,0.837412587
Trois-Rivières,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,6890,0.901832461
Trois-Rivières,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,6175,0.942028986
Trois-Rivières,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,5110,0.965973535
Trois-Rivières,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,4420,0.974641676
Trois-Rivières,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,3610,0.983651226
Trois-Rivières,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,3045,0.983844911
Trois-Rivières,"$100,000 and over",Spending less than 30% of income on shelter costs,14295,0.991675338
Shawinigan,"Under $10,000",Spending less than 30% of income on shelter costs,25,0.028735632
Shawinigan,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,1255,0.332450331
Shawinigan,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,2215,0.680491551
Shawinigan,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2760,0.823880597
Shawinigan,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2790,0.911764706
Shawinigan,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,2320,0.95473251
Shawinigan,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1935,0.972361809
Shawinigan,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1560,0.984227129
Shawinigan,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1440,0.979591837
Shawinigan,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1005,0.995049505
Shawinigan,"$100,000 and over",Spending less than 30% of income on shelter costs,3515,0.992937853
Drummondville,"Under $10,000",Spending less than 30% of income on shelter costs,50,0.0456621
Drummondville,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,1230,0.276404494
Drummondville,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,2735,0.59651036
Drummondville,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,4460,0.852772467
Drummondville,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,4255,0.899577167
Drummondville,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3750,0.945775536
Drummondville,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,3290,0.961988304
Drummondville,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,2835,0.967576792
Drummondville,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,2275,0.978494624
Drummondville,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,2090,0.985849057
Drummondville,"$100,000 and over",Spending less than 30% of income on shelter costs,7325,0.987196765
Granby,"Under $10,000",Spending less than 30% of income on shelter costs,25,0.034013605
Granby,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,590,0.168812589
Granby,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1925,0.5
Granby,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,3405,0.739413681
Granby,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,3425,0.863808323
Granby,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3245,0.911516854
Granby,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,2725,0.941278066
Granby,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,2670,0.974452555
Granby,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,2140,0.968325792
Granby,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1760,0.96969697
Granby,"$100,000 and over",Spending less than 30% of income on shelter costs,7805,0.987974684
Saint-Hyacinthe,"Under $10,000",Spending less than 30% of income on shelter costs,50,0.072992701
Saint-Hyacinthe,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,640,0.228980322
Saint-Hyacinthe,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1705,0.542130366
Saint-Hyacinthe,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2590,0.801857585
Saint-Hyacinthe,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2670,0.862681745
Saint-Hyacinthe,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,2340,0.9140625
Saint-Hyacinthe,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1910,0.945544554
Saint-Hyacinthe,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1885,0.971649485
Saint-Hyacinthe,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1390,0.985815603
Saint-Hyacinthe,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1225,0.976095618
Saint-Hyacinthe,"$100,000 and over",Spending less than 30% of income on shelter costs,4795,0.984599589
Sorel-Tracy,"Under $10,000",Spending less than 30% of income on shelter costs,20,0.038834951
Sorel-Tracy,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,570,0.263888889
Sorel-Tracy,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1435,0.628008753
Sorel-Tracy,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2015,0.839583333
Sorel-Tracy,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1835,0.910669975
Sorel-Tracy,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1665,0.935393258
Sorel-Tracy,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1330,0.956834532
Sorel-Tracy,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1235,0.976284585
Sorel-Tracy,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1185,0.991631799
Sorel-Tracy,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,830,0.982248521
Sorel-Tracy,"$100,000 and over",Spending less than 30% of income on shelter costs,3790,0.996057819
Joliette,"Under $10,000",Spending less than 30% of income on shelter costs,40,0.074074074
Joliette,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,625,0.234521576
Joliette,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1160,0.447876448
Joliette,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2160,0.779783394
Joliette,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2180,0.870259481
Joliette,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1700,0.909090909
Joliette,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1620,0.950146628
Joliette,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1480,0.983388704
Joliette,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1220,0.995918367
Joliette,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,875,1.005747126
Joliette,"$100,000 and over",Spending less than 30% of income on shelter costs,4215,0.996453901
Montr_al,"Under $10,000",Spending less than 30% of income on shelter costs,2160,0.03576455
Montr_al,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,27315,0.195785399
Montr_al,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,55750,0.353957017
Montr_al,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,109340,0.659668175
Montr_al,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,128870,0.78121969
Montr_al,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,125825,0.833913245
Montr_al,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,115805,0.888177321
Montr_al,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,106955,0.926779602
Montr_al,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,94260,0.946813319
Montr_al,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,82170,0.962967303
Montr_al,"$100,000 and over",Spending less than 30% of income on shelter costs,452060,0.987839388
Salaberry-de-Valleyfield,"Under $10,000",Spending less than 30% of income on shelter costs,15,0.02970297
Salaberry-de-Valleyfield,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,450,0.211764706
Salaberry-de-Valleyfield,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1105,0.493303571
Salaberry-de-Valleyfield,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1715,0.772522523
Salaberry-de-Valleyfield,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1705,0.841975309
Salaberry-de-Valleyfield,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1495,0.892537313
Salaberry-de-Valleyfield,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1390,0.95532646
Salaberry-de-Valleyfield,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1165,0.966804979
Salaberry-de-Valleyfield,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1035,0.985714286
Salaberry-de-Valleyfield,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,810,0.975903614
Salaberry-de-Valleyfield,"$100,000 and over",Spending less than 30% of income on shelter costs,3275,0.993930197
Lachute,"Under $10,000",Spending less than 30% of income on shelter costs,15,0.081081081
Lachute,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,275,0.327380952
Lachute,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,435,0.475409836
Lachute,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,525,0.744680851
Lachute,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,630,0.834437086
Lachute,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,390,0.928571429
Lachute,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,410,0.964705882
Lachute,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,405,1
Lachute,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,285,0.982758621
Lachute,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,240,1
Lachute,"$100,000 and over",Spending less than 30% of income on shelter costs,805,0.99382716
Val-d'Or,"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Val-d'Or,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,405,0.329268293
Val-d'Or,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,840,0.56187291
Val-d'Or,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1230,0.790996785
Val-d'Or,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1115,0.822878229
Val-d'Or,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1000,0.913242009
Val-d'Or,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,875,0.916230366
Val-d'Or,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,905,0.952631579
Val-d'Or,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,780,0.975
Val-d'Or,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,665,0.985185185
Val-d'Or,"$100,000 and over",Spending less than 30% of income on shelter costs,4375,0.989819005
Rouyn-Noranda,"Under $10,000",Spending less than 30% of income on shelter costs,15,0.031578947
Rouyn-Noranda,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,590,0.335227273
Rouyn-Noranda,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,980,0.568115942
Rouyn-Noranda,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1495,0.819178082
Rouyn-Noranda,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1565,0.8767507
Rouyn-Noranda,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1355,0.921768707
Rouyn-Noranda,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1120,0.941176471
Rouyn-Noranda,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1230,0.972332016
Rouyn-Noranda,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1055,0.981395349
Rouyn-Noranda,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,920,0.983957219
Rouyn-Noranda,"$100,000 and over",Spending less than 30% of income on shelter costs,5330,0.997193639
Cornwall,"Under $10,000",Spending less than 30% of income on shelter costs,55,0.081481481
Cornwall,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,405,0.146209386
Cornwall,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1345,0.397928994
Cornwall,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1985,0.62519685
Cornwall,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2100,0.807692308
Cornwall,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1965,0.873333333
Cornwall,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1925,0.948275862
Cornwall,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1735,0.969273743
Cornwall,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1315,0.977695167
Cornwall,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1220,0.987854251
Cornwall,"$100,000 and over",Spending less than 30% of income on shelter costs,4790,0.991718427
Hawkesbury,"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Hawkesbury,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,100,0.10989011
Hawkesbury,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,320,0.380952381
Hawkesbury,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,520,0.658227848
Hawkesbury,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,525,0.826771654
Hawkesbury,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,415,0.912087912
Hawkesbury,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,405,0.975903614
Hawkesbury,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,300,1
Hawkesbury,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,255,1.02
Hawkesbury,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,210,1
Hawkesbury,"$100,000 and over",Spending less than 30% of income on shelter costs,775,1
Hawkesbury (Quebec part),"Under $10,000",Spending less than 30% of income on shelter costs,10,0.285714286
Hawkesbury (Quebec part),"$10,000 to $19,999",Spending less than 30% of income on shelter costs,20,0.235294118
Hawkesbury (Quebec part),"$20,000 to $29,999",Spending less than 30% of income on shelter costs,50,0.416666667
Hawkesbury (Quebec part),"$30,000 to $39,999",Spending less than 30% of income on shelter costs,105,0.807692308
Hawkesbury (Quebec part),"$40,000 to $49,999",Spending less than 30% of income on shelter costs,45,0.6
Hawkesbury (Quebec part),"$50,000 to $59,999",Spending less than 30% of income on shelter costs,65,0.928571429
Hawkesbury (Quebec part),"$60,000 to $69,999",Spending less than 30% of income on shelter costs,45,1
Hawkesbury (Quebec part),"$70,000 to $79,999",Spending less than 30% of income on shelter costs,65,1.083333333
Hawkesbury (Quebec part),"$80,000 to $89,999",Spending less than 30% of income on shelter costs,35,1
Hawkesbury (Quebec part),"$90,000 to $99,999",Spending less than 30% of income on shelter costs,25,1
Hawkesbury (Quebec part),"$100,000 and over",Spending less than 30% of income on shelter costs,105,0.954545455
Hawkesbury (Ontario part),"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Hawkesbury (Ontario part),"$10,000 to $19,999",Spending less than 30% of income on shelter costs,85,0.103030303
Hawkesbury (Ontario part),"$20,000 to $29,999",Spending less than 30% of income on shelter costs,270,0.375
Hawkesbury (Ontario part),"$30,000 to $39,999",Spending less than 30% of income on shelter costs,415,0.628787879
Hawkesbury (Ontario part),"$40,000 to $49,999",Spending less than 30% of income on shelter costs,475,0.855855856
Hawkesbury (Ontario part),"$50,000 to $59,999",Spending less than 30% of income on shelter costs,350,0.909090909
Hawkesbury (Ontario part),"$60,000 to $69,999",Spending less than 30% of income on shelter costs,360,0.96
Hawkesbury (Ontario part),"$70,000 to $79,999",Spending less than 30% of income on shelter costs,235,1
Hawkesbury (Ontario part),"$80,000 to $89,999",Spending less than 30% of income on shelter costs,215,1.023809524
Hawkesbury (Ontario part),"$90,000 to $99,999",Spending less than 30% of income on shelter costs,185,1
Hawkesbury (Ontario part),"$100,000 and over",Spending less than 30% of income on shelter costs,665,1
Ottawa - Gatineau,"Under $10,000",Spending less than 30% of income on shelter costs,1275,0.0841862
Ottawa - Gatineau,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,6425,0.212783573
Ottawa - Gatineau,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,9250,0.28009084
Ottawa - Gatineau,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,16600,0.470521542
Ottawa - Gatineau,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,23400,0.618393235
Ottawa - Gatineau,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,27680,0.740106952
Ottawa - Gatineau,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,30685,0.817939491
Ottawa - Gatineau,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,30445,0.895046303
Ottawa - Gatineau,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,30730,0.926579225
Ottawa - Gatineau,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,29405,0.949313963
Ottawa - Gatineau,"$100,000 and over",Spending less than 30% of income on shelter costs,207555,0.983952783
Ottawa - Gatineau (Quebec part),"Under $10,000",Spending less than 30% of income on shelter costs,150,0.040540541
Ottawa - Gatineau (Quebec part),"$10,000 to $19,999",Spending less than 30% of income on shelter costs,2270,0.247816594
Ottawa - Gatineau (Quebec part),"$20,000 to $29,999",Spending less than 30% of income on shelter costs,3865,0.36496695
Ottawa - Gatineau (Quebec part),"$30,000 to $39,999",Spending less than 30% of income on shelter costs,7370,0.653079309
Ottawa - Gatineau (Quebec part),"$40,000 to $49,999",Spending less than 30% of income on shelter costs,9205,0.767083333
Ottawa - Gatineau (Quebec part),"$50,000 to $59,999",Spending less than 30% of income on shelter costs,9635,0.842588544
Ottawa - Gatineau (Quebec part),"$60,000 to $69,999",Spending less than 30% of income on shelter costs,10030,0.906052394
Ottawa - Gatineau (Quebec part),"$70,000 to $79,999",Spending less than 30% of income on shelter costs,9240,0.953560372
Ottawa - Gatineau (Quebec part),"$80,000 to $89,999",Spending less than 30% of income on shelter costs,8620,0.965826331
Ottawa - Gatineau (Quebec part),"$90,000 to $99,999",Spending less than 30% of income on shelter costs,7690,0.984005118
Ottawa - Gatineau (Quebec part),"$100,000 and over",Spending less than 30% of income on shelter costs,44095,0.99246005
Ottawa - Gatineau (Ontario part),"Under $10,000",Spending less than 30% of income on shelter costs,1130,0.098733071
Ottawa - Gatineau (Ontario part),"$10,000 to $19,999",Spending less than 30% of income on shelter costs,4155,0.19752793
Ottawa - Gatineau (Ontario part),"$20,000 to $29,999",Spending less than 30% of income on shelter costs,5380,0.239857334
Ottawa - Gatineau (Ontario part),"$30,000 to $39,999",Spending less than 30% of income on shelter costs,9235,0.384871848
Ottawa - Gatineau (Ontario part),"$40,000 to $49,999",Spending less than 30% of income on shelter costs,14190,0.549148607
Ottawa - Gatineau (Ontario part),"$50,000 to $59,999",Spending less than 30% of income on shelter costs,18045,0.694974003
Ottawa - Gatineau (Ontario part),"$60,000 to $69,999",Spending less than 30% of income on shelter costs,20655,0.780759781
Ottawa - Gatineau (Ontario part),"$70,000 to $79,999",Spending less than 30% of income on shelter costs,21205,0.871736896
Ottawa - Gatineau (Ontario part),"$80,000 to $89,999",Spending less than 30% of income on shelter costs,22115,0.912334983
Ottawa - Gatineau (Ontario part),"$90,000 to $99,999",Spending less than 30% of income on shelter costs,21715,0.937607945
Ottawa - Gatineau (Ontario part),"$100,000 and over",Spending less than 30% of income on shelter costs,163460,0.981682782
Arnprior,"Under $10,000",Spending less than 30% of income on shelter costs,15,0.12
Arnprior,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,150,0.315789474
Arnprior,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,215,0.394495413
Arnprior,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,360,0.615384615
Arnprior,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,405,0.692307692
Arnprior,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,430,0.826923077
Arnprior,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,500,0.877192982
Arnprior,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,500,0.943396226
Arnprior,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,350,0.909090909
Arnprior,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,395,0.929411765
Arnprior,"$100,000 and over",Spending less than 30% of income on shelter costs,1985,0.968292683
Carleton Place,"Under $10,000",Spending less than 30% of income on shelter costs,30,0.127659574
Carleton Place,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,70,0.130841121
Carleton Place,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,200,0.277777778
Carleton Place,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,405,0.522580645
Carleton Place,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,510,0.610778443
Carleton Place,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,645,0.678947368
Carleton Place,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,750,0.828729282
Carleton Place,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,845,0.871134021
Carleton Place,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,720,0.917197452
Carleton Place,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,750,0.920245399
Carleton Place,"$100,000 and over",Spending less than 30% of income on shelter costs,4800,0.975609756
Brockville,"Under $10,000",Spending less than 30% of income on shelter costs,50,0.12987013
Brockville,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,195,0.142335766
Brockville,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,545,0.332317073
Brockville,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,945,0.541547278
Brockville,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1245,0.745508982
Brockville,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1195,0.829861111
Brockville,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1225,0.904059041
Brockville,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1065,0.926086957
